"Production::Begin Bates","Production::End Bates","Log Number"
"CPD 0022967","CPD 0022968","LOG_1050282"
"CPD 0022969","CPD 0022971","LOG_1050284"
"CPD 0022972","CPD 0022973","LOG_1050284"
"CPD 0022974","CPD 0022976","LOG_1050287"
"CPD 0022977","CPD 0022977","LOG_1050287"
"CPD 0022978","CPD 0022980","LOG_1050290"
"CPD 0022981","CPD 0022982","LOG_1050290"
"CPD 0022983","CPD 0022985","LOG_1050297"
"CPD 0022986","CPD 0022987","LOG_1050297"
"CPD 0022988","CPD 0022990","LOG_1050300"
"CPD 0022991","CPD 0022992","LOG_1050300"
"CPD 0022993","CPD 0022995","LOG_1050302"
"CPD 0022996","CPD 0022997","LOG_1050302"
"CPD 0022998","CPD 0023000","LOG_1050302"
"CPD 0023001","CPD 0023003","LOG_1050306"
"CPD 0023004","CPD 0023005","LOG_1050306"
"CPD 0023006","CPD 0023008","LOG_1050316"
"CPD 0023009","CPD 0023010","LOG_1050316"
"CPD 0023011","CPD 0023011","LOG_1050316"
"CPD 0023012","CPD 0023016","LOG_1050316"
"CPD 0023017","CPD 0023019","LOG_1050316"
"CPD 0023020","CPD 0023021","LOG_1050316"
"CPD 0023022","CPD 0023022","LOG_1050316"
"CPD 0023023","CPD 0023026","LOG_1050316"
"CPD 0023027","CPD 0023029","LOG_1050316"
"CPD 0023030","CPD 0023032","LOG_1050317"
"CPD 0023033","CPD 0023034","LOG_1050317"
"CPD 0023035","CPD 0023036","LOG_1050318"
"CPD 0023037","CPD 0023037","LOG_1050318"
"CPD 0023038","CPD 0023040","LOG_1050319"
"CPD 0023041","CPD 0023041","LOG_1050319"
"CPD 0023042","CPD 0023044","LOG_1050325"
"CPD 0023045","CPD 0023046","LOG_1050325"
"CPD 0023047","CPD 0023047","LOG_1050325"
"CPD 0023048","CPD 0023050","LOG_1050325"
"CPD 0023051","CPD 0023053","LOG_1050325"
"CPD 0023054","CPD 0023055","LOG_1050325"
"CPD 0023056","CPD 0023059","LOG_1050325"
"CPD 0023060","CPD 0023060","LOG_1050325"
"CPD 0023061","CPD 0023064","LOG_1050325"
"CPD 0023065","CPD 0023067","LOG_1050332"
"CPD 0023068","CPD 0023069","LOG_1050332"
"CPD 0023070","CPD 0023072","LOG_1050336"
"CPD 0023073","CPD 0023073","LOG_1050336"
"CPD 0023074","CPD 0023076","LOG_1050337"
"CPD 0023077","CPD 0023078","LOG_1050337"
"CPD 0023079","CPD 0023081","LOG_1050339"
"CPD 0023082","CPD 0023083","LOG_1050339"
"CPD 0023084","CPD 0023086","LOG_1050342"
"CPD 0023087","CPD 0023088","LOG_1050342"
"CPD 0023089","CPD 0023091","LOG_1050344"
"CPD 0023092","CPD 0023093","LOG_1050344"
"CPD 0023094","CPD 0023096","LOG_1050345"
"CPD 0023097","CPD 0023098","LOG_1050345"
"CPD 0023099","CPD 0023101","LOG_1050346"
"CPD 0023102","CPD 0023102","LOG_1050346"
"CPD 0023103","CPD 0023105","LOG_1050347"
"CPD 0023106","CPD 0023107","LOG_1050347"
"CPD 0023108","CPD 0023110","LOG_1050348"
"CPD 0023111","CPD 0023112","LOG_1050348"
"CPD 0023113","CPD 0023115","LOG_1050349"
"CPD 0023116","CPD 0023117","LOG_1050349"
"CPD 0023118","CPD 0023120","LOG_1050350"
"CPD 0023121","CPD 0023122","LOG_1050350"
"CPD 0023123","CPD 0023125","LOG_1050354"
"CPD 0023126","CPD 0023127","LOG_1050354"
"CPD 0023128","CPD 0023130","LOG_1050356"
"CPD 0023131","CPD 0023132","LOG_1050356"
"CPD 0023133","CPD 0023135","LOG_1050367"
"CPD 0023136","CPD 0023137","LOG_1050367"
"CPD 0023138","CPD 0023140","LOG_1050370"
"CPD 0023141","CPD 0023142","LOG_1050370"
"CPD 0023143","CPD 0023145","LOG_1050374"
"CPD 0023146","CPD 0023147","LOG_1050374"
"CPD 0023148","CPD 0023150","LOG_1050377"
"CPD 0023151","CPD 0023152","LOG_1050377"
"CPD 0023153","CPD 0023155","LOG_1050378"
"CPD 0023156","CPD 0023157","LOG_1050378"
"CPD 0023158","CPD 0023159","LOG_1050379"
"CPD 0023160","CPD 0023160","LOG_1050379"
"CPD 0023161","CPD 0023163","LOG_1050380"
"CPD 0023164","CPD 0023164","LOG_1050380"
"CPD 0023165","CPD 0023166","LOG_1050381"
"CPD 0023167","CPD 0023167","LOG_1050381"
"CPD 0023168","CPD 0023170","LOG_1050390"
"CPD 0023171","CPD 0023172","LOG_1050390"
"CPD 0023173","CPD 0023175","LOG_1050397"
"CPD 0023176","CPD 0023177","LOG_1050397"
"CPD 0023178","CPD 0023180","LOG_1050399"
"CPD 0023181","CPD 0023181","LOG_1050399"
"CPD 0023182","CPD 0023184","LOG_1050403"
"CPD 0023185","CPD 0023186","LOG_1050403"
"CPD 0023187","CPD 0023189","LOG_1050404"
"CPD 0023190","CPD 0023191","LOG_1050404"
"CPD 0023192","CPD 0023193","LOG_1050406"
"CPD 0023194","CPD 0023194","LOG_1050406"
"CPD 0023195","CPD 0023197","LOG_1050407"
"CPD 0023198","CPD 0023199","LOG_1050407"
"CPD 0023200","CPD 0023202","LOG_1050410"
"CPD 0023203","CPD 0023204","LOG_1050410"
"CPD 0023205","CPD 0023207","LOG_1050413"
"CPD 0023208","CPD 0023209","LOG_1050413"
"CPD 0023210","CPD 0023212","LOG_1050416"
"CPD 0023213","CPD 0023214","LOG_1050416"
"CPD 0023215","CPD 0023217","LOG_1050422"
"CPD 0023218","CPD 0023219","LOG_1050422"
"CPD 0023220","CPD 0023222","LOG_1050423"
"CPD 0023223","CPD 0023224","LOG_1050423"
"CPD 0023225","CPD 0023227","LOG_1050424"
"CPD 0023228","CPD 0023228","LOG_1050424"
"CPD 0023229","CPD 0023231","LOG_1050426"
"CPD 0023232","CPD 0023233","LOG_1050426"
"CPD 0023234","CPD 0023236","LOG_1050428"
"CPD 0023237","CPD 0023237","LOG_1050428"
"CPD 0023238","CPD 0023240","LOG_1050434"
"CPD 0023241","CPD 0023242","LOG_1050434"
"CPD 0023243","CPD 0023245","LOG_1050435"
"CPD 0023246","CPD 0023247","LOG_1050435"
"CPD 0023248","CPD 0023250","LOG_1050437"
"CPD 0023251","CPD 0023252","LOG_1050437"
"CPD 0023253","CPD 0023255","LOG_1050440"
"CPD 0023256","CPD 0023256","LOG_1050440"
"CPD 0023257","CPD 0023259","LOG_1050446"
"CPD 0023260","CPD 0023261","LOG_1050446"
"CPD 0023262","CPD 0023264","LOG_1050448"
"CPD 0023265","CPD 0023266","LOG_1050448"
"CPD 0023267","CPD 0023268","LOG_1050450"
"CPD 0023269","CPD 0023269","LOG_1050450"
"CPD 0023270","CPD 0023272","LOG_1050457"
"CPD 0023273","CPD 0023273","LOG_1050457"
"CPD 0023274","CPD 0023276","LOG_1050459"
"CPD 0023277","CPD 0023278","LOG_1050459"
"CPD 0023279","CPD 0023281","LOG_1050459"
"CPD 0023282","CPD 0023283","LOG_1050459"
"CPD 0023284","CPD 0023285","LOG_1050459"
"CPD 0023286","CPD 0023289","LOG_1050459"
"CPD 0023290","CPD 0023291","LOG_1050459"
"CPD 0023292","CPD 0023301","LOG_1050459"
"CPD 0023302","CPD 0023311","LOG_1050459"
"CPD 0023312","CPD 0023321","LOG_1050459"
"CPD 0023322","CPD 0023324","LOG_1050459"
"CPD 0023325","CPD 0023327","LOG_1050461"
"CPD 0023328","CPD 0023329","LOG_1050461"
"CPD 0023330","CPD 0023332","LOG_1050462"
"CPD 0023333","CPD 0023334","LOG_1050462"
"CPD 0023335","CPD 0023340","LOG_1050462"
"CPD 0023341","CPD 0023343","LOG_1050463"
"CPD 0023344","CPD 0023344","LOG_1050463"
"CPD 0023345","CPD 0023346","LOG_1050463"
"CPD 0023347","CPD 0023348","LOG_1050463"
"CPD 0023349","CPD 0023350","LOG_1050463"
"CPD 0023351","CPD 0023353","LOG_1050465"
"CPD 0023354","CPD 0023355","LOG_1050465"
"CPD 0023356","CPD 0023358","LOG_1050466"
"CPD 0023359","CPD 0023360","LOG_1050466"
"CPD 0023361","CPD 0023366","LOG_1050466"
"CPD 0023367","CPD 0023367","LOG_1050466"
"CPD 0023368","CPD 0023369","LOG_1050466"
"CPD 0023370","CPD 0023372","LOG_1050466"
"CPD 0023373","CPD 0023373","LOG_1050466"
"CPD 0023374","CPD 0023374","LOG_1050466"
"CPD 0023375","CPD 0023378","LOG_1050466"
"CPD 0023379","CPD 0023381","LOG_1050470"
"CPD 0023382","CPD 0023383","LOG_1050470"
"CPD 0023384","CPD 0023386","LOG_1050473"
"CPD 0023387","CPD 0023388","LOG_1050473"
"CPD 0023389","CPD 0023391","LOG_1050475"
"CPD 0023392","CPD 0023393","LOG_1050475"
"CPD 0023394","CPD 0023396","LOG_1050476"
"CPD 0023397","CPD 0023398","LOG_1050476"
"CPD 0023399","CPD 0023401","LOG_1050478"
"CPD 0023402","CPD 0023403","LOG_1050478"
"CPD 0023404","CPD 0023406","LOG_1050483"
"CPD 0023407","CPD 0023408","LOG_1050483"
"CPD 0023409","CPD 0023411","LOG_1050484"
"CPD 0023412","CPD 0023413","LOG_1050484"
"CPD 0023414","CPD 0023416","LOG_1050485"
"CPD 0023417","CPD 0023418","LOG_1050485"
"CPD 0023419","CPD 0023421","LOG_1050488"
"CPD 0023422","CPD 0023423","LOG_1050488"
"CPD 0023424","CPD 0023426","LOG_1050489"
"CPD 0023427","CPD 0023428","LOG_1050489"
"CPD 0023429","CPD 0023431","LOG_1050490"
"CPD 0023432","CPD 0023432","LOG_1050490"
"CPD 0023433","CPD 0023435","LOG_1050491"
"CPD 0023436","CPD 0023437","LOG_1050491"
"CPD 0023438","CPD 0023439","LOG_1050492"
"CPD 0023440","CPD 0023440","LOG_1050492"
"CPD 0023441","CPD 0023442","LOG_1050494"
"CPD 0023443","CPD 0023443","LOG_1050494"
"CPD 0023444","CPD 0023445","LOG_1050495"
"CPD 0023446","CPD 0023446","LOG_1050495"
"CPD 0023447","CPD 0023449","LOG_1050497"
"CPD 0023450","CPD 0023451","LOG_1050497"
"CPD 0023452","CPD 0023454","LOG_1050499"
"CPD 0023455","CPD 0023456","LOG_1050499"
"CPD 0023457","CPD 0023459","LOG_1050501"
"CPD 0023460","CPD 0023461","LOG_1050501"
"CPD 0023462","CPD 0023465","LOG_1050502"
"CPD 0023466","CPD 0023467","LOG_1050502"
"CPD 0023468","CPD 0023468","LOG_1050502"
"CPD 0023469","CPD 0023470","LOG_1050502"
"CPD 0023471","CPD 0023471","LOG_1050502"
"CPD 0023472","CPD 0023473","LOG_1050502"
"CPD 0023474","CPD 0023474","LOG_1050502"
"CPD 0023475","CPD 0023475","LOG_1050502"
"CPD 0023476","CPD 0023476","LOG_1050502"
"CPD 0023477","CPD 0023478","LOG_1050502"
"CPD 0023479","CPD 0023479","LOG_1050502"
"CPD 0023480","CPD 0023480","LOG_1050502"
"CPD 0023481","CPD 0023484","LOG_1050502"
"CPD 0023485","CPD 0023487","LOG_1050503"
"CPD 0023488","CPD 0023489","LOG_1050503"
"CPD 0023490","CPD 0023490","LOG_1050503"
"CPD 0023491","CPD 0023493","LOG_1050504"
"CPD 0023494","CPD 0023495","LOG_1050504"
"CPD 0023496","CPD 0023496","LOG_1050504"
"CPD 0023497","CPD 0023498","LOG_1050504"
"CPD 0023499","CPD 0023499","LOG_1050504"
"CPD 0023500","CPD 0023503","LOG_1050504"
"CPD 0023504","CPD 0023506","LOG_1050505"
"CPD 0023507","CPD 0023508","LOG_1050505"
"CPD 0023509","CPD 0023511","LOG_1050507"
"CPD 0023512","CPD 0023512","LOG_1050507"
"CPD 0023513","CPD 0023515","LOG_1050507"
"CPD 0023516","CPD 0023518","LOG_1050518"
"CPD 0023519","CPD 0023520","LOG_1050518"
"CPD 0023521","CPD 0023523","LOG_1050519"
"CPD 0023524","CPD 0023525","LOG_1050519"
"CPD 0023526","CPD 0023528","LOG_1050520"
"CPD 0023529","CPD 0023530","LOG_1050520"
"CPD 0023531","CPD 0023533","LOG_1050521"
"CPD 0023534","CPD 0023535","LOG_1050521"
"CPD 0023536","CPD 0023538","LOG_1050522"
"CPD 0023539","CPD 0023540","LOG_1050522"
"CPD 0023541","CPD 0023543","LOG_1050523"
"CPD 0023544","CPD 0023545","LOG_1050523"
"CPD 0023546","CPD 0023547","LOG_1050530"
"CPD 0023548","CPD 0023548","LOG_1050530"
"CPD 0023549","CPD 0023551","LOG_1050531"
"CPD 0023552","CPD 0023553","LOG_1050531"
"CPD 0023554","CPD 0023557","LOG_1050532"
"CPD 0023558","CPD 0023559","LOG_1050532"
"CPD 0023560","CPD 0023560","LOG_1050532"
"CPD 0023561","CPD 0023563","LOG_1050532"
"CPD 0023564","CPD 0023564","LOG_1050532"
"CPD 0023565","CPD 0023566","LOG_1050532"
"CPD 0023567","CPD 0023568","LOG_1050532"
"CPD 0023569","CPD 0023571","LOG_1050532"
"CPD 0023572","CPD 0023575","LOG_1050532"
"CPD 0023576","CPD 0023578","LOG_1050534"
"CPD 0023579","CPD 0023580","LOG_1050534"
"CPD 0023581","CPD 0023584","LOG_1050534"
"CPD 0023585","CPD 0023587","LOG_1050535"
"CPD 0023588","CPD 0023589","LOG_1050535"
"CPD 0023590","CPD 0023592","LOG_1050535"
"CPD 0023593","CPD 0023593","LOG_1050535"
"CPD 0023594","CPD 0023596","LOG_1050536"
"CPD 0023597","CPD 0023597","LOG_1050536"
"CPD 0023598","CPD 0023600","LOG_1050538"
"CPD 0023601","CPD 0023601","LOG_1050538"
"CPD 0023602","CPD 0023603","LOG_1050538"
"CPD 0023604","CPD 0023605","LOG_1050538"
"CPD 0023606","CPD 0023608","LOG_1050538"
"CPD 0023609","CPD 0023610","LOG_1050539"
"CPD 0023611","CPD 0023611","LOG_1050539"
"CPD 0023612","CPD 0023615","LOG_1050539"
"CPD 0023616","CPD 0023620","LOG_1050539"
"CPD 0023621","CPD 0023623","LOG_1050540"
"CPD 0023624","CPD 0023625","LOG_1050540"
"CPD 0023626","CPD 0023627","LOG_1050540"
"CPD 0023628","CPD 0023630","LOG_1050540"
"CPD 0023631","CPD 0023633","LOG_1050546"
"CPD 0023634","CPD 0023635","LOG_1050546"
"CPD 0023636","CPD 0023638","LOG_1050553"
"CPD 0023639","CPD 0023640","LOG_1050553"
"CPD 0023641","CPD 0023643","LOG_1050555"
"CPD 0023644","CPD 0023645","LOG_1050555"
"CPD 0023646","CPD 0023648","LOG_1050556"
"CPD 0023649","CPD 0023650","LOG_1050556"
"CPD 0023651","CPD 0023652","LOG_1050557"
"CPD 0023653","CPD 0023653","LOG_1050557"
"CPD 0023654","CPD 0023656","LOG_1050558"
"CPD 0023657","CPD 0023658","LOG_1050558"
"CPD 0023659","CPD 0023661","LOG_1050562"
"CPD 0023662","CPD 0023663","LOG_1050562"
"CPD 0023664","CPD 0023666","LOG_1050563"
"CPD 0023667","CPD 0023668","LOG_1050563"
"CPD 0023669","CPD 0023671","LOG_1050570"
"CPD 0023672","CPD 0023673","LOG_1050570"
"CPD 0023674","CPD 0023677","LOG_1050572"
"CPD 0023678","CPD 0023679","LOG_1050572"
"CPD 0023680","CPD 0023682","LOG_1050574"
"CPD 0023683","CPD 0023684","LOG_1050574"
"CPD 0023685","CPD 0023687","LOG_1050578"
"CPD 0023688","CPD 0023689","LOG_1050578"
"CPD 0023690","CPD 0023692","LOG_1050582"
"CPD 0023693","CPD 0023694","LOG_1050582"
"CPD 0023695","CPD 0023697","LOG_1050583"
"CPD 0023698","CPD 0023699","LOG_1050583"
"CPD 0023700","CPD 0023702","LOG_1050585"
"CPD 0023703","CPD 0023703","LOG_1050585"
"CPD 0023704","CPD 0023706","LOG_1050586"
"CPD 0023707","CPD 0023707","LOG_1050586"
"CPD 0023708","CPD 0023709","LOG_1050589"
"CPD 0023710","CPD 0023710","LOG_1050589"
"CPD 0023711","CPD 0023713","LOG_1050590"
"CPD 0023714","CPD 0023715","LOG_1050590"
"CPD 0023716","CPD 0023717","LOG_1050591"
"CPD 0023718","CPD 0023718","LOG_1050591"
"CPD 0023719","CPD 0023721","LOG_1050592"
"CPD 0023722","CPD 0023723","LOG_1050592"
"CPD 0023724","CPD 0023726","LOG_1050593"
"CPD 0023727","CPD 0023728","LOG_1050593"
"CPD 0023729","CPD 0023731","LOG_1050594"
"CPD 0023732","CPD 0023733","LOG_1050594"
"CPD 0023734","CPD 0023736","LOG_1050595"
"CPD 0023737","CPD 0023738","LOG_1050595"
"CPD 0023739","CPD 0023741","LOG_1050601"
"CPD 0023742","CPD 0023743","LOG_1050601"
"CPD 0023744","CPD 0023745","LOG_1050601"
"CPD 0023746","CPD 0023749","LOG_1050601"
"CPD 0023750","CPD 0023762","LOG_1050601"
"CPD 0023763","CPD 0023765","LOG_1050602"
"CPD 0023766","CPD 0023767","LOG_1050602"
"CPD 0023768","CPD 0023770","LOG_1050603"
"CPD 0023771","CPD 0023772","LOG_1050603"
"CPD 0023773","CPD 0023775","LOG_1050605"
"CPD 0023776","CPD 0023776","LOG_1050605"
"CPD 0023777","CPD 0023777","LOG_1050605"
"CPD 0023778","CPD 0023780","LOG_1050606"
"CPD 0023781","CPD 0023783","LOG_1050609"
"CPD 0023784","CPD 0023784","LOG_1050609"
"CPD 0023785","CPD 0023787","LOG_1050614"
"CPD 0023788","CPD 0023789","LOG_1050614"
"CPD 0023790","CPD 0023792","LOG_1050615"
"CPD 0023793","CPD 0023794","LOG_1050615"
"CPD 0023795","CPD 0023797","LOG_1050617"
"CPD 0023798","CPD 0023799","LOG_1050617"
"CPD 0023800","CPD 0023802","LOG_1050618"
"CPD 0023803","CPD 0023804","LOG_1050618"
"CPD 0023805","CPD 0023807","LOG_1050622"
"CPD 0023808","CPD 0023809","LOG_1050622"
"CPD 0023810","CPD 0023812","LOG_1050625"
"CPD 0023813","CPD 0023814","LOG_1050625"
"CPD 0023815","CPD 0023817","LOG_1050628"
"CPD 0023818","CPD 0023819","LOG_1050628"
"CPD 0023820","CPD 0023822","LOG_1050629"
"CPD 0023823","CPD 0023823","LOG_1050629"
"CPD 0023824","CPD 0023826","LOG_1050631"
"CPD 0023827","CPD 0023828","LOG_1050631"
"CPD 0023829","CPD 0023831","LOG_1050632"
"CPD 0023832","CPD 0023833","LOG_1050632"
"CPD 0023834","CPD 0023836","LOG_1050633"
"CPD 0023837","CPD 0023838","LOG_1050633"
"CPD 0023839","CPD 0023841","LOG_1050634"
"CPD 0023842","CPD 0023843","LOG_1050634"
"CPD 0023844","CPD 0023846","LOG_1050636"
"CPD 0023847","CPD 0023848","LOG_1050636"
"CPD 0023849","CPD 0023849","LOG_1050636"
"CPD 0023850","CPD 0023854","LOG_1050636"
"CPD 0023855","CPD 0023856","LOG_1050636"
"CPD 0023857","CPD 0023858","LOG_1050636"
"CPD 0023859","CPD 0023859","LOG_1050636"
"CPD 0023860","CPD 0023860","LOG_1050636"
"CPD 0023861","CPD 0023864","LOG_1050636"
"CPD 0023865","CPD 0023868","LOG_1050636"
"CPD 0023869","CPD 0023885","LOG_1050637"
"CPD 0023886","CPD 0023887","LOG_1050637"
"CPD 0023888","CPD 0023888","LOG_1050637"
"CPD 0023889","CPD 0023889","LOG_1050637"
"CPD 0023890","CPD 0023893","LOG_1050637"
"CPD 0023894","CPD 0023902","LOG_1050637"
"CPD 0023903","CPD 0023904","LOG_1050637"
"CPD 0023905","CPD 0023906","LOG_1050637"
"CPD 0023907","CPD 0023911","LOG_1050637"
"CPD 0023912","CPD 0023944","LOG_1050637"
"CPD 0023945","CPD 0023948","LOG_1050637"
"CPD 0023949","CPD 0023949","LOG_1050637"
"CPD 0023950","CPD 0023964","LOG_1050637"
"CPD 0023965","CPD 0023967","LOG_1050637"
"CPD 0023968","CPD 0023970","LOG_1050637"
"CPD 0023971","CPD 0023972","LOG_1050637"
"CPD 0023973","CPD 0023974","LOG_1050637"
"CPD 0023975","CPD 0023992","LOG_1050637"
"CPD 0023993","CPD 0023996","LOG_1050637"
"CPD 0023997","CPD 0024006","LOG_1050637"
"CPD 0024007","CPD 0024013","LOG_1050637"
"CPD 0024014","CPD 0024014","LOG_1050637"
"CPD 0024015","CPD 0024016","LOG_1050637"
"CPD 0024017","CPD 0024019","LOG_1050637"
"CPD 0024020","CPD 0024024","LOG_1050637"
"CPD 0024025","CPD 0024031","LOG_1050637"
"CPD 0024032","CPD 0024032","LOG_1050637"
"CPD 0024033","CPD 0024048","LOG_1050637"
"CPD 0024049","CPD 0024061","LOG_1050637"
"CPD 0024062","CPD 0024064","LOG_1050638"
"CPD 0024065","CPD 0024066","LOG_1050638"
"CPD 0024067","CPD 0024068","LOG_1050639"
"CPD 0024069","CPD 0024069","LOG_1050639"
"CPD 0024070","CPD 0024072","LOG_1050641"
"CPD 0024073","CPD 0024074","LOG_1050641"
"CPD 0024075","CPD 0024077","LOG_1050642"
"CPD 0024078","CPD 0024079","LOG_1050642"
"CPD 0024080","CPD 0024084","LOG_1050642"
"CPD 0024085","CPD 0024087","LOG_1050643"
"CPD 0024088","CPD 0024088","LOG_1050643"
"CPD 0024089","CPD 0024090","LOG_1050643"
"CPD 0024091","CPD 0024091","LOG_1050643"
"CPD 0024092","CPD 0024103","LOG_1050643"
"CPD 0024104","CPD 0024106","LOG_1050644"
"CPD 0024107","CPD 0024108","LOG_1050644"
"CPD 0024109","CPD 0024111","LOG_1050645"
"CPD 0024112","CPD 0024113","LOG_1050645"
"CPD 0024114","CPD 0024118","LOG_1050645"
"CPD 0024119","CPD 0024121","LOG_1050646"
"CPD 0024122","CPD 0024123","LOG_1050646"
"CPD 0024124","CPD 0024126","LOG_1050646"
"CPD 0024127","CPD 0024128","LOG_1050646"
"CPD 0024129","CPD 0024130","LOG_1050646"
"CPD 0024131","CPD 0024131","LOG_1050646"
"CPD 0024132","CPD 0024132","LOG_1050646"
"CPD 0024133","CPD 0024135","LOG_1050647"
"CPD 0024136","CPD 0024137","LOG_1050647"
"CPD 0024138","CPD 0024140","LOG_1050648"
"CPD 0024141","CPD 0024142","LOG_1050648"
"CPD 0024143","CPD 0024145","LOG_1050649"
"CPD 0024146","CPD 0024147","LOG_1050649"
"CPD 0024148","CPD 0024149","LOG_1050649"
"CPD 0024150","CPD 0024152","LOG_1050650"
"CPD 0024153","CPD 0024154","LOG_1050650"
"CPD 0024155","CPD 0024157","LOG_1050652"
"CPD 0024158","CPD 0024159","LOG_1050652"
"CPD 0024160","CPD 0024162","LOG_1050652"
"CPD 0024163","CPD 0024165","LOG_1050654"
"CPD 0024166","CPD 0024166","LOG_1050654"
"CPD 0024167","CPD 0024170","LOG_1050654"
"CPD 0024171","CPD 0024173","LOG_1050655"
"CPD 0024174","CPD 0024175","LOG_1050655"
"CPD 0024176","CPD 0024177","LOG_1050655"
"CPD 0024178","CPD 0024180","LOG_1050656"
"CPD 0024181","CPD 0024182","LOG_1050656"
"CPD 0024183","CPD 0024184","LOG_1050656"
"CPD 0024185","CPD 0024185","LOG_1050656"
"CPD 0024186","CPD 0024199","LOG_1050656"
"CPD 0024200","CPD 0024202","LOG_1050656"
"CPD 0024203","CPD 0024203","LOG_1050656"
"CPD 0024204","CPD 0024204","LOG_1050656"
"CPD 0024205","CPD 0024205","LOG_1050656"
"CPD 0024206","CPD 0024208","LOG_1050657"
"CPD 0024209","CPD 0024210","LOG_1050657"
"CPD 0024211","CPD 0024215","LOG_1050657"
"CPD 0024216","CPD 0024218","LOG_1050658"
"CPD 0024219","CPD 0024220","LOG_1050658"
"CPD 0024221","CPD 0024222","LOG_1050658"
"CPD 0024223","CPD 0024225","LOG_1050658"
"CPD 0024226","CPD 0024230","LOG_1050658"
"CPD 0024231","CPD 0024235","LOG_1050658"
"CPD 0024236","CPD 0024237","LOG_1050658"
"CPD 0024238","CPD 0024240","LOG_1050659"
"CPD 0024241","CPD 0024242","LOG_1050659"
"CPD 0024243","CPD 0024244","LOG_1050659"
"CPD 0024245","CPD 0024249","LOG_1050659"
"CPD 0024250","CPD 0024250","LOG_1050659"
"CPD 0024251","CPD 0024252","LOG_1050659"
"CPD 0024253","CPD 0024253","LOG_1050659"
"CPD 0024254","CPD 0024254","LOG_1050659"
"CPD 0024255","CPD 0024257","LOG_1050660"
"CPD 0024258","CPD 0024259","LOG_1050660"
"CPD 0024260","CPD 0024261","LOG_1050660"
"CPD 0024262","CPD 0024262","LOG_1050660"
"CPD 0024263","CPD 0024265","LOG_1050660"
"CPD 0024266","CPD 0024266","LOG_1050660"
"CPD 0024267","CPD 0024269","LOG_1050661"
"CPD 0024270","CPD 0024271","LOG_1050661"
"CPD 0024272","CPD 0024272","LOG_1050661"
"CPD 0024273","CPD 0024275","LOG_1050661"
"CPD 0024276","CPD 0024279","LOG_1050661"
"CPD 0024280","CPD 0024280","LOG_1050661"
"CPD 0024281","CPD 0024282","LOG_1050661"
"CPD 0024283","CPD 0024283","LOG_1050661"
"CPD 0024284","CPD 0024284","LOG_1050661"
"CPD 0024285","CPD 0024288","LOG_1050662"
"CPD 0024289","CPD 0024290","LOG_1050662"
"CPD 0024291","CPD 0024292","LOG_1050662"
"CPD 0024293","CPD 0024300","LOG_1050662"
"CPD 0024301","CPD 0024301","LOG_1050662"
"CPD 0024302","CPD 0024302","LOG_1050662"
"CPD 0024303","CPD 0024304","LOG_1050662"
"CPD 0024305","CPD 0024306","LOG_1050662"
"CPD 0024307","CPD 0024308","LOG_1050663"
"CPD 0024309","CPD 0024309","LOG_1050663"
"CPD 0024310","CPD 0024312","LOG_1050664"
"CPD 0024313","CPD 0024314","LOG_1050664"
"CPD 0024315","CPD 0024317","LOG_1050665"
"CPD 0024318","CPD 0024319","LOG_1050665"
"CPD 0024320","CPD 0024322","LOG_1050666"
"CPD 0024323","CPD 0024324","LOG_1050666"
"CPD 0024325","CPD 0024327","LOG_1050667"
"CPD 0024328","CPD 0024329","LOG_1050667"
"CPD 0024330","CPD 0024332","LOG_1050672"
"CPD 0024333","CPD 0024333","LOG_1050672"
"CPD 0024334","CPD 0024336","LOG_1050673"
"CPD 0024337","CPD 0024338","LOG_1050673"
"CPD 0024339","CPD 0024341","LOG_1050674"
"CPD 0024342","CPD 0024343","LOG_1050674"
"CPD 0024344","CPD 0024346","LOG_1050676"
"CPD 0024347","CPD 0024348","LOG_1050676"
"CPD 0024349","CPD 0024350","LOG_1050676"
"CPD 0024351","CPD 0024353","LOG_1050677"
